Mod:Item:MetaData, Localized Name
warpdrive:projector.advanced:1, Advanced Force Field Full Projector
warpdrive:force_field_relay.advanced, Advanced Force Field Relay
warpdrive:projector.superior:0, Superior Force Field Half Projector
warpdrive:projector.superior:1, Superior Force Field Full Projector
warpdrive:force_field_relay.superior, Superior Force Field Relay
warpdrive:security_station, Security Station
warpdrive:force_field_shape:1, Sphere shape
warpdrive:force_field_shape:2, Horizontal cylinder shape
warpdrive:force_field_shape:3, Vertical cylinder shape
warpdrive:force_field_shape:4, Cube shape
warpdrive:force_field_shape:5, Plane shape
warpdrive:force_field_shape:6, Tube shape
warpdrive:force_field_shape:7, Tunnel shape
warpdrive:force_field_upgrade:1, Attraction upgrade
warpdrive:force_field_upgrade:2, Block breaker upgrade
warpdrive:force_field_upgrade:3, Camouflage upgrade
warpdrive:force_field_upgrade:4, Cooling upgrade
warpdrive:force_field_upgrade:5, Fusion upgrade
warpdrive:force_field_upgrade:6, Heating upgrade
warpdrive:force_field_upgrade:7, Inversion upgrade
warpdrive:force_field_upgrade:8, Item port upgrade
warpdrive:force_field_upgrade:9, Pumping upgrade
warpdrive:force_field_upgrade:10, Range upgrade
warpdrive:force_field_upgrade:11, Repulsion upgrade
warpdrive:force_field_upgrade:12, Rotation upgrade
warpdrive:force_field_upgrade:13, Shock upgrade
warpdrive:force_field_upgrade:14, Silencer upgrade
warpdrive:force_field_upgrade:15, Speed upgrade
warpdrive:force_field_upgrade:16, Stabilization upgrade
warpdrive:force_field_upgrade:17, Thickness upgrade
warpdrive:force_field_upgrade:18, Translation upgrade
warpdrive:hull.basic.plain:0, White Stained Basic Hull
warpdrive:hull.basic.plain:1, Orange Stained Basic Hull
warpdrive:hull.basic.plain:2, Magenta Stained Basic Hull
warpdrive:hull.basic.plain:3, Light Blue Stained Basic Hull
warpdrive:hull.basic.plain:4, Yellow Stained Basic Hull
warpdrive:hull.basic.plain:5, Lime Stained Basic Hull
warpdrive:hull.basic.plain:6, Pink Stained Basic Hull
warpdrive:hull.basic.plain:7, Gray Stained Basic Hull
warpdrive:hull.basic.plain:8, Silver Stained Basic Hull
warpdrive:hull.basic.plain:9, Cyan Stained Basic Hull
warpdrive:hull.basic.plain:10, Purple Stained Basic Hull
warpdrive:hull.basic.plain:11, Blue Stained Basic Hull
warpdrive:hull.basic.plain:12, Brown Stained Basic Hull
warpdrive:hull.basic.plain:13, Green Stained Basic Hull
warpdrive:hull.basic.plain:14, Red Stained Basic Hull
warpdrive:hull.basic.plain:15, Black Stained Basic Hull
warpdrive:hull.basic.tiled:0, White Stained Basic Hull
warpdrive:hull.basic.tiled:1, Orange Stained Basic Hull
warpdrive:hull.basic.tiled:2, Magenta Stained Basic Hull
warpdrive:hull.basic.tiled:3, Light Blue Stained Basic Hull
warpdrive:hull.basic.tiled:4, Yellow Stained Basic Hull
warpdrive:hull.basic.tiled:5, Lime Stained Basic Hull
warpdrive:hull.basic.tiled:6, Pink Stained Basic Hull
warpdrive:hull.basic.tiled:7, Gray Stained Basic Hull
warpdrive:hull.basic.tiled:8, Silver Stained Basic Hull
warpdrive:hull.basic.tiled:9, Cyan Stained Basic Hull
warpdrive:hull.basic.tiled:10, Purple Stained Basic Hull
warpdrive:hull.basic.tiled:11, Blue Stained Basic Hull
warpdrive:hull.basic.tiled:12, Brown Stained Basic Hull
warpdrive:hull.basic.tiled:13, Green Stained Basic Hull
warpdrive:hull.basic.tiled:14, Red Stained Basic Hull
warpdrive:hull.basic.tiled:15, Black Stained Basic Hull
warpdrive:hull.basic.glass:0, White Stained Basic Hull Glass
warpdrive:hull.basic.glass:1, Orange Stained Basic Hull Glass
warpdrive:hull.basic.glass:2, Magenta Stained Basic Hull Glass
warpdrive:hull.basic.glass:3, Light Blue Stained Basic Hull Glass
warpdrive:hull.basic.glass:4, Yellow Stained Basic Hull Glass
warpdrive:hull.basic.glass:5, Lime Stained Basic Hull Glass
warpdrive:hull.basic.glass:6, Pink Stained Basic Hull Glass
warpdrive:hull.basic.glass:7, Gray Stained Basic Hull Glass
warpdrive:hull.basic.glass:8, Silver Stained Basic Hull Glass
warpdrive:hull.basic.glass:9, Cyan Stained Basic Hull Glass
warpdrive:hull.basic.glass:10, Purple Stained Basic Hull Glass
warpdrive:hull.basic.glass:11, Blue Stained Basic Hull Glass
warpdrive:hull.basic.glass:12, Brown Stained Basic Hull Glass
warpdrive:hull.basic.glass:13, Green Stained Basic Hull Glass
warpdrive:hull.basic.glass:14, Red Stained Basic Hull Glass
warpdrive:hull.basic.glass:15, Black Stained Basic Hull Glass
warpdrive:hull.basic.omnipanel:0, White Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:1, Orange Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:2, Magenta Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:3, Light Blue Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:4, Yellow Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:5, Lime Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:6, Pink Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:7, Gray Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:8, Silver Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:9, Cyan Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:10, Purple Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:11, Blue Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:12, Brown Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:13, Green Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:14, Red Stained Basic Hull Omnipanel
warpdrive:hull.basic.omnipanel:15, Black Stained Basic Hull Omnipanel
warpdrive:hull.basic.stairs_white:0, White Stained Basic Hull Stairs
warpdrive:hull.basic.slab_white:0, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:2, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:6, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:8, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:12, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:13, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:14, White Stained Basic Hull Slab
warpdrive:hull.basic.slab_white:15, White Stained Basic Hull Slab
warpdrive:hull.basic.stairs_orange:0, Orange Stained Basic Hull Stairs
warpdrive:hull.basic.slab_orange:0, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:2, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:6, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:8, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:12, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:13, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:14, Orange Stained Basic Hull Slab
warpdrive:hull.basic.slab_orange:15, Orange Stained Basic Hull Slab
warpdrive:hull.basic.stairs_magenta:0, Magenta Stained Basic Hull Stairs
warpdrive:hull.basic.slab_magenta:0, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:2, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:6, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:8, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:12, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:13, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:14, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.slab_magenta:15, Magenta Stained Basic Hull Slab
warpdrive:hull.basic.stairs_light_blue:0, Light Blue Stained Basic Hull Stairs
warpdrive:hull.basic.slab_light_blue:0, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:2, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:6, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:8, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:12, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:13, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:14, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_light_blue:15, Light Blue Stained Basic Hull Slab
warpdrive:hull.basic.stairs_yellow:0, Yellow Stained Basic Hull Stairs
warpdrive:hull.basic.slab_yellow:0, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:2, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:6, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:8, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:12, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:13, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:14, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.slab_yellow:15, Yellow Stained Basic Hull Slab
warpdrive:hull.basic.stairs_lime:0, Lime Stained Basic Hull Stairs
warpdrive:hull.basic.slab_lime:0, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:2, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:6, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:8, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:12, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:13, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:14, Lime Stained Basic Hull Slab
warpdrive:hull.basic.slab_lime:15, Lime Stained Basic Hull Slab
warpdrive:hull.basic.stairs_pink:0, Pink Stained Basic Hull Stairs
warpdrive:hull.basic.slab_pink:0, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:2, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:6, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:8, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:12, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:13, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:14, Pink Stained Basic Hull Slab
warpdrive:hull.basic.slab_pink:15, Pink Stained Basic Hull Slab
warpdrive:hull.basic.stairs_gray:0, Gray Stained Basic Hull Stairs
warpdrive:hull.basic.slab_gray:0, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:2, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:6, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:8, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:12, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:13, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:14, Gray Stained Basic Hull Slab
warpdrive:hull.basic.slab_gray:15, Gray Stained Basic Hull Slab
warpdrive:hull.basic.stairs_silver:0, Silver Stained Basic Hull Stairs
warpdrive:hull.basic.slab_silver:0, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:2, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:6, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:8, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:12, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:13, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:14, Silver Stained Basic Hull Slab
warpdrive:hull.basic.slab_silver:15, Silver Stained Basic Hull Slab
warpdrive:hull.basic.stairs_cyan:0, Cyan Stained Basic Hull Stairs
warpdrive:hull.basic.slab_cyan:0, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:2, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:6, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:8, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:12, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:13, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:14, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.slab_cyan:15, Cyan Stained Basic Hull Slab
warpdrive:hull.basic.stairs_purple:0, Purple Stained Basic Hull Stairs
warpdrive:hull.basic.slab_purple:0, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:2, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:6, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:8, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:12, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:13, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:14, Purple Stained Basic Hull Slab
warpdrive:hull.basic.slab_purple:15, Purple Stained Basic Hull Slab
warpdrive:hull.basic.stairs_blue:0, Blue Stained Basic Hull Stairs
warpdrive:hull.basic.slab_blue:0, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:2, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:6, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:8, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:12, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:13, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:14, Blue Stained Basic Hull Slab
warpdrive:hull.basic.slab_blue:15, Blue Stained Basic Hull Slab
warpdrive:hull.basic.stairs_brown:0, Brown Stained Basic Hull Stairs
warpdrive:hull.basic.slab_brown:0, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:2, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:6, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:8, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:12, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:13, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:14, Brown Stained Basic Hull Slab
warpdrive:hull.basic.slab_brown:15, Brown Stained Basic Hull Slab
warpdrive:hull.basic.stairs_green:0, Green Stained Basic Hull Stairs
warpdrive:hull.basic.slab_green:0, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:2, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:6, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:8, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:12, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:13, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:14, Green Stained Basic Hull Slab
warpdrive:hull.basic.slab_green:15, Green Stained Basic Hull Slab
warpdrive:hull.basic.stairs_red:0, Red Stained Basic Hull Stairs
warpdrive:hull.basic.slab_red:0, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:2, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:6, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:8, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:12, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:13, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:14, Red Stained Basic Hull Slab
warpdrive:hull.basic.slab_red:15, Red Stained Basic Hull Slab
warpdrive:hull.basic.stairs_black:0, Black Stained Basic Hull Stairs
warpdrive:hull.basic.slab_black:0, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:2, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:6, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:8, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:12, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:13, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:14, Black Stained Basic Hull Slab
warpdrive:hull.basic.slab_black:15, Black Stained Basic Hull Slab
warpdrive:hull.advanced.plain:0, White Stained Advanced Hull
warpdrive:hull.advanced.plain:1, Orange Stained Advanced Hull
warpdrive:hull.advanced.plain:2, Magenta Stained Advanced Hull
warpdrive:hull.advanced.plain:3, Light Blue Stained Advanced Hull
warpdrive:hull.advanced.plain:4, Yellow Stained Advanced Hull
warpdrive:hull.advanced.plain:5, Lime Stained Advanced Hull
warpdrive:hull.advanced.plain:6, Pink Stained Advanced Hull
warpdrive:hull.advanced.plain:7, Gray Stained Advanced Hull
warpdrive:hull.advanced.plain:8, Silver Stained Advanced Hull
warpdrive:hull.advanced.plain:9, Cyan Stained Advanced Hull
warpdrive:hull.advanced.plain:10, Purple Stained Advanced Hull
warpdrive:hull.advanced.plain:11, Blue Stained Advanced Hull
warpdrive:hull.advanced.plain:12, Brown Stained Advanced Hull
warpdrive:hull.advanced.plain:13, Green Stained Advanced Hull
warpdrive:hull.advanced.plain:14, Red Stained Advanced Hull
warpdrive:hull.advanced.plain:15, Black Stained Advanced Hull
warpdrive:hull.advanced.tiled:0, White Stained Advanced Hull
warpdrive:hull.advanced.tiled:1, Orange Stained Advanced Hull
warpdrive:hull.advanced.tiled:2, Magenta Stained Advanced Hull
warpdrive:hull.advanced.tiled:3, Light Blue Stained Advanced Hull
warpdrive:hull.advanced.tiled:4, Yellow Stained Advanced Hull
